Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,49,H4,DGlcNAc,2,-8.852,4.033,2.261,3.78
ATOM,50,H5,DGlcNAc,2,-6.703,6.056,1.36,3.65
ATOM,51,H61,DGlcNAc,2,-5.679,5.729,3.536,3.61
ATOM,52,H62,DGlcNAc,2,-7.371,6.162,3.811,4.08
ATOM,53,NM,DGlcNAc,2,-7.883,2.977,-1.646,-1.0
ATOM,54,CM,DGlcNAc,2,-8.289,1.732,-2.05,-1.0
ATOM,55,CM2,DGlcNAc,2,-8.377,1.568,-3.555,-1.0
ATOM,56,OM,DGlcNAc,2,-8.556,0.818,-1.292,-1.0
ATOM,57,HM1,DGlcNAc,2,-7.673,3.703,-2.346,-1.0
ATOM,58,HM2,DGlcNAc,2,-8.72,0.542,-3.825,-1.0
ATOM,59,HM3,DGlcNAc,2,-7.377,1.731,-4.02,-1.0
ATOM,60,HM4,DGlcNAc,2,-9.102,2.298,-3.983,-1.0
ATOM,61,C1,BMAN,3,-10.262,5.782,2.792,101.33
ATOM,62,C2,BMAN,3,-10.91,7.118,3.142,71.18
ATOM,63,C3,BMAN,3,-12.155,6.942,3.996,81.67
ATOM,64,C4,BMAN,3,-13.088,5.932,3.37,66.94
ATOM,65,C5,BMAN,3,-12.335,4.631,3.093,76.03
ATOM,66,C6,BMAN,3,-13.159,3.542,2.441,66.96
ATOM,68,O3,BMAN,3,-12.825,8.204,4.096,-1.0
ATOM,69,O4,BMAN,3,-14.177,5.64,4.234,-1.0
ATOM,70,O5,BMAN,3,-11.254,4.936,2.196,-1.0
ATOM,71,O6,BMAN,3,-13.695,3.958,1.195,-1.0
ATOM,74,HO4,BMAN,3,-15.034,6.255,3.962,-1.0
ATOM,76,O2,BMAN,3,-11.253,7.789,1.936,-1.0
ATOM,77,HO2,BMAN,3,-11.989,7.199,1.388,-1.0
ATOM,78,H5,BMAN,3,-11.986,4.227,4.003,3.62
ATOM,79,H61,BMAN,3,-12.966,2.574,2.303,3.78
ATOM,80,H62,BMAN,3,-13.967,3.308,3.072,4.02
ATOM,81,H2,BMAN,3,-10.171,7.701,3.692,4.22
ATOM,82,H3,BMAN,3,-11.855,6.596,4.986,3.76
ATOM,83,H1,BMAN,3,-9.842,5.334,3.693,4.77
ATOM,84,H4,BMAN,3,-13.465,6.36,2.442,3.8
ATOM,85,C1,AMAN,4,-13.749,2.882,0.266,100.5
ATOM,86,C2,AMAN,4,-14.081,3.277,-1.17,70.23
ATOM,87,C3,AMAN,4,-15.508,3.782,-1.306,79.12
ATOM,88,C4,AMAN,4,-16.477,2.806,-0.679,66.84
ATOM,89,C5,AMAN,4,-16.058,2.511,0.761,71.97
ATOM,90,C6,AMAN,4,-16.94,1.524,1.493,66.85
ATOM,91,O3,AMAN,4,-15.814,3.919,-2.699,-1.0
ATOM,92,O4,AMAN,4,-17.793,3.337,-0.658,-1.0
ATOM,93,O5,AMAN,4,-14.735,1.948,0.723,-1.0
ATOM,94,O6,AMAN,4,-16.989,0.268,0.835,-1.0
ATOM,96,HO4,AMAN,4,-18.348,2.974,-1.523,-1.0
ATOM,99,O2,AMAN,4,-13.895,2.145,-2.009,-1.0
ATOM,101,HO2,AMAN,4,-14.588,1.357,-1.714,-1.0
ATOM,102,H5,AMAN,4,-16.087,3.402,1.324,3.82
ATOM,103,H61,AMAN,4,-16.985,1.285,2.46,3.6
ATOM,104,H62,AMAN,4,-17.918,1.906,1.525,4.11
ATOM,105,H1,AMAN,4,-12.748,2.452,0.302,4.86
ATOM,106,H2,AMAN,4,-13.386,4.067,-1.456,4.1
ATOM,107,H3,AMAN,4,-15.589,4.748,-0.806,3.89
ATOM,108,H4,AMAN,4,-16.462,1.895,-1.276,3.83
ATOM,109,C1,AMAN,5,-17.081,-0.805,1.764,99.01
ATOM,110,C2,AMAN,5,-16.898,-2.198,1.171,79.13
ATOM,111,C3,AMAN,5,-18.045,-2.581,0.251,71.07
ATOM,112,C4,AMAN,5,-19.373,-2.356,0.938,67.96
ATOM,113,C5,AMAN,5,-19.45,-0.923,1.463,73.62
ATOM,114,C6,AMAN,5,-20.728,-0.579,2.195,61.88
ATOM,115,O3,AMAN,5,-17.919,-3.968,-0.086,-1.0
ATOM,116,O4,AMAN,5,-20.453,-2.559,0.039,-1.0
ATOM,117,O5,AMAN,5,-18.368,-0.741,2.393,-1.0
ATOM,118,O6,AMAN,5,-20.936,-1.418,3.32,-1.0
ATOM,119,HO3,AMAN,5,-17.643,-3.94,-1.14,-1.0
ATOM,120,HO4,AMAN,5,-20.832,-3.574,0.146,-1.0
ATOM,121,HO6,AMAN,5,-21.089,-1.13,4.36,-1.0
ATOM,123,O2,AMAN,5,-16.807,-3.138,2.235,-1.0
ATOM,126,H5,AMAN,5,-19.387,-0.25,0.653,3.68
ATOM,127,H61,AMAN,5,-21.094,0.302,2.487,3.76
ATOM,128,H62,AMAN,5,-21.538,-0.716,1.54,3.87
ATOM,129,H1,AMAN,5,-16.282,-0.605,2.478,5.1
ATOM,130,H2,AMAN,5,-15.966,-2.188,0.606,4.01
ATOM,131,H3,AMAN,5,-17.993,-1.969,-0.65,3.95
ATOM,132,H4,AMAN,5,-19.446,-3.069,1.76,3.68
ATOM,133,C1,AMAN,6,-15.541,-3.784,2.252,102.96
ATOM,134,C2,AMAN,6,-15.431,-4.975,3.2,70.84
ATOM,135,C3,AMAN,6,-15.503,-4.552,4.658,71.29
ATOM,136,C4,AMAN,6,-14.525,-3.433,4.933,67.78
ATOM,137,C5,AMAN,6,-14.751,-2.291,3.943,74.02
ATOM,138,C6,AMAN,6,-13.813,-1.114,4.101,61.95
ATOM,139,O3,AMAN,6,-15.171,-5.679,5.479,-1.0
ATOM,140,O4,AMAN,6,-14.692,-2.922,6.247,-1.0
ATOM,141,O5,AMAN,6,-14.55,-2.816,2.619,-1.0
ATOM,142,O6,AMAN,6,-12.455,-1.495,3.953,-1.0
ATOM,143,HO3,AMAN,6,-16.124,-5.931,5.945,-1.0
ATOM,144,HO4,AMAN,6,-13.979,-3.398,6.918,-1.0
ATOM,145,HO6,AMAN,6,-11.711,-1.097,3.262,-1.0
ATOM,147,O2,AMAN,6,-14.196,-5.638,2.957,-1.0
ATOM,149,HO2,AMAN,6,-13.371,-4.961,3.18,-1.0
ATOM,150,H5,AMAN,6,-15.725,-1.906,4.068,3.74
ATOM,151,H61,AMAN,6,-13.845,-0.199,3.706,3.75
ATOM,152,H62,AMAN,6,-13.93,-0.719,5.067,3.86
ATOM,153,H1,AMAN,6,-15.403,-4.123,1.226,5.03
ATOM,154,H2,AMAN,6,-16.26,-5.645,2.973,4.06
ATOM,155,H3,AMAN,6,-16.516,-4.212,4.875,3.83
ATOM,156,H4,AMAN,6,-13.519,-3.838,4.826,3.66
ATOM,157,C1,AMAN,7,-16.134,5.264,-3.033,101.43
ATOM,158,C2,AMAN,7,-16.707,5.469,-4.432,79.04
ATOM,159,C3,AMAN,7,-15.676,5.193,-5.515,71.07
ATOM,160,C4,AMAN,7,-14.399,5.953,-5.237,68.0
ATOM,161,C5,AMAN,7,-13.911,5.645,-3.822,74.2
ATOM,162,C6,AMAN,7,-12.645,6.367,-3.412,61.94
ATOM,163,O3,AMAN,7,-16.211,5.618,-6.775,-1.0
ATOM,164,O4,AMAN,7,-13.377,5.583,-6.15,-1.0
ATOM,165,O5,AMAN,7,-14.943,6.05,-2.907,-1.0
ATOM,166,O6,AMAN,7,-12.796,7.777,-3.476,-1.0
ATOM,167,HO3,AMAN,7,-16.387,4.676,-7.296,-1.0
ATOM,168,HO4,AMAN,7,-13.348,6.295,-6.974,-1.0
ATOM,169,HO6,AMAN,7,-12.635,8.511,-2.686,-1.0
ATOM,171,O2,AMAN,7,-17.167,6.81,-4.544,-1.0
ATOM,174,H5,AMAN,7,-13.698,4.615,-3.74,3.76
ATOM,175,H61,AMAN,7,-12.042,6.23,-2.631,3.78
ATOM,176,H62,AMAN,7,-11.876,6.098,-4.075,3.88
ATOM,177,H1,AMAN,7,-16.879,5.55,-2.29,5.34
ATOM,178,H2,AMAN,7,-17.544,4.78,-4.542,4.11
ATOM,179,H3,AMAN,7,-15.466,4.123,-5.536,4.0
ATOM,180,H4,AMAN,7,-14.616,7.015,-5.344,3.72
ATOM,181,C1,AMAN,8,-18.571,6.862,-4.765,102.95
ATOM,182,C2,AMAN,8,-19.121,8.235,-5.138,70.88
ATOM,183,C3,AMAN,8,-19.024,9.22,-3.984,71.33
ATOM,184,C4,AMAN,8,-19.614,8.623,-2.727,67.73
ATOM,185,C5,AMAN,8,-18.967,7.268,-2.443,74.06
ATOM,186,C6,AMAN,8,-19.492,6.554,-1.217,61.88
ATOM,187,O3,AMAN,8,-19.754,10.404,-4.33,-1.0
ATOM,188,O4,AMAN,8,-19.389,9.466,-1.608,-1.0
ATOM,189,O5,AMAN,8,-19.227,6.415,-3.572,-1.0
ATOM,190,O6,AMAN,8,-20.887,6.309,-1.303,-1.0
ATOM,191,HO3,AMAN,8,-18.966,11.145,-4.471,-1.0
ATOM,192,HO4,AMAN,8,-20.263,10.095,-1.442,-1.0
ATOM,193,HO6,AMAN,8,-21.414,5.359,-1.221,-1.0
ATOM,195,O2,AMAN,8,-20.481,8.091,-5.527,-1.0
ATOM,197,HO2,AMAN,8,-21.063,7.72,-4.684,-1.0
ATOM,198,H5,AMAN,8,-17.933,7.4,-2.283,3.73
ATOM,199,H61,AMAN,8,-19.143,5.758,-0.728,3.77
ATOM,200,H62,AMAN,8,-19.326,7.163,-0.377,3.86
ATOM,201,H1,AMAN,8,-18.734,6.169,-5.59,5.07
ATOM,202,H2,AMAN,8,-18.532,8.601,-5.979,4.07
ATOM,203,H3,AMAN,8,-17.974,9.461,-3.815,3.85
ATOM,204,H4,AMAN,8,-20.686,8.509,-2.886,3.69
ATOM,205,C1,AMAN,9,-12.909,8.644,5.446,101.42
ATOM,206,C2,AMAN,9,-13.812,9.852,5.682,79.12
ATOM,207,C3,AMAN,9,-13.249,11.116,5.052,71.06
ATOM,208,C4,AMAN,9,-11.808,11.314,5.463,67.99
ATOM,209,C5,AMAN,9,-11.001,10.054,5.152,74.21
ATOM,210,C6,AMAN,9,-9.54,10.118,5.54,61.83
ATOM,211,O3,AMAN,9,-14.023,12.234,5.501,-1.0
ATOM,212,O4,AMAN,9,-11.223,12.4,4.76,-1.0
ATOM,213,O5,AMAN,9,-11.586,8.969,5.892,-1.0
ATOM,214,O6,AMAN,9,-9.371,10.358,6.929,-1.0
ATOM,215,HO3,AMAN,9,-14.562,12.536,4.602,-1.0
ATOM,216,HO4,AMAN,9,-11.278,13.302,5.369,-1.0
ATOM,217,HO6,AMAN,9,-8.814,9.765,7.655,-1.0
ATOM,219,O2,AMAN,9,-13.96,10.043,7.083,-1.0
ATOM,222,H5,AMAN,9,-11.019,9.873,4.113,3.75
ATOM,223,H61,AMAN,9,-8.779,9.517,5.311,3.77
ATOM,224,H62,AMAN,9,-9.09,10.914,5.022,3.88
ATOM,225,H1,AMAN,9,-13.308,7.782,5.98,5.32
ATOM,226,H2,AMAN,9,-14.78,9.623,5.235,4.1
ATOM,227,H3,AMAN,9,-13.31,11.025,3.968,4.0
ATOM,228,H4,AMAN,9,-11.793,11.523,6.532,3.72
ATOM,229,C1,AMAN,10,-15.313,9.882,7.491,101.4
ATOM,230,C2,AMAN,10,-15.615,10.302,8.926,79.11
ATOM,231,C3,AMAN,10,-14.949,9.385,9.94,70.97
ATOM,232,C4,AMAN,10,-15.256,7.938,9.626,67.93
ATOM,233,C5,AMAN,10,-14.887,7.632,8.175,74.11
ATOM,234,C6,AMAN,10,-15.169,6.214,7.73,61.98
ATOM,235,O3,AMAN,10,-15.454,9.701,11.243,-1.0
ATOM,236,O4,AMAN,10,-14.515,7.067,10.467,-1.0
ATOM,237,O5,AMAN,10,-15.665,8.501,7.335,-1.0
ATOM,238,O6,AMAN,10,-16.542,5.881,7.862,-1.0
ATOM,239,HO3,AMAN,10,-14.596,10.163,11.732,-1.0
ATOM,240,HO4,AMAN,10,-15.128,6.771,11.318,-1.0
ATOM,241,HO6,AMAN,10,-17.226,5.512,7.097,-1.0
ATOM,243,O2,AMAN,10,-17.024,10.282,9.12,-1.0
ATOM,246,H5,AMAN,10,-13.851,7.779,8.039,3.71
ATOM,247,H61,AMAN,10,-14.885,5.719,6.913,3.76
ATOM,248,H62,AMAN,10,-14.622,5.555,8.339,3.86
ATOM,249,H1,AMAN,10,-15.874,10.513,6.802,5.29
ATOM,250,H2,AMAN,10,-15.239,11.317,9.051,4.11
ATOM,251,H3,AMAN,10,-13.872,9.545,9.904,3.95
ATOM,252,H4,AMAN,10,-16.322,7.782,9.791,3.72
ATOM,253,C1,AMAN,11,-17.527,11.578,9.417,102.92
ATOM,254,C2,AMAN,11,-18.981,11.623,9.877,70.88
ATOM,255,C3,AMAN,11,-19.943,11.243,8.763,71.34
ATOM,256,C4,AMAN,11,-19.65,12.044,7.515,67.81
ATOM,257,C5,AMAN,11,-18.176,11.899,7.139,74.08
ATOM,258,C6,AMAN,11,-17.75,12.676,5.913,61.97
ATOM,259,O3,AMAN,11,-21.279,11.522,9.197,-1.0
ATOM,260,O4,AMAN,11,-20.434,11.59,6.422,-1.0
ATOM,261,O5,AMAN,11,-17.394,12.389,8.242,-1.0
ATOM,262,O6,AMAN,11,-17.979,14.069,6.063,-1.0
ATOM,263,HO3,AMAN,11,-21.707,10.527,9.328,-1.0
ATOM,264,HO4,AMAN,11,-21.326,12.208,6.33,-1.0
ATOM,265,HO6,AMAN,11,-17.264,14.886,5.968,-1.0
ATOM,267,O2,AMAN,11,-19.275,12.938,10.332,-1.0
ATOM,269,HO2,AMAN,11,-19.168,13.64,9.505,-1.0
ATOM,270,H5,AMAN,11,-17.965,10.887,6.93,3.75
ATOM,271,H61,AMAN,11,-16.913,12.632,5.373,3.76
ATOM,272,H62,AMAN,11,-18.316,12.346,5.092,3.88
ATOM,273,H1,AMAN,11,-16.881,11.935,10.219,5.06
ATOM,274,H2,AMAN,11,-19.08,10.916,10.701,4.07
ATOM,275,H3,AMAN,11,-19.83,10.18,8.548,3.84
ATOM,276,H4,AMAN,11,-19.89,13.086,7.726,3.67
