Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,45,C2,BGAL,2,-7.739,3.274,-0.288,77.43
ATOM,46,H2,BGAL,2,-8.03,2.369,0.283,3.7
ATOM,47,O2,BGAL,2,-7.846,2.991,-1.663,-1.0
ATOM,49,C3,BGAL,2,-8.703,4.424,0.09,74.46
ATOM,50,H3,BGAL,2,-8.506,5.281,-0.584,3.88
ATOM,51,O3,BGAL,2,-10.034,4.011,-0.095,-1.0
ATOM,52,HO3,BGAL,2,-10.602,4.773,0.125,-1.0
ATOM,53,C4,BGAL,2,-8.505,4.906,1.55,69.99
ATOM,54,H4,BGAL,2,-9.121,5.811,1.724,3.93
ATOM,55,O4,BGAL,2,-8.943,3.889,2.42,-1.0
ATOM,56,HO4,BGAL,2,-9.879,3.717,2.212,-1.0
ATOM,57,C6,BGAL,2,-6.7,5.498,3.336,61.83
ATOM,58,H61,BGAL,2,-5.616,5.573,3.481,3.76
ATOM,59,O6,BGAL,2,-7.297,6.71,3.744,-1.0
ATOM,60,HO6,BGAL,2,-7.063,6.835,4.666,-1.0
ATOM,61,H62,BGAL,2,-7.051,4.677,3.968,3.81
ATOM,62,C1,AFL,3,-8.286,1.653,-1.888,100.27
ATOM,63,C2,AFL,3,-8.652,1.351,-3.354,69.22
ATOM,64,C3,AFL,3,-7.389,1.307,-4.227,70.61
ATOM,65,C4,AFL,3,-6.376,0.329,-3.61,72.6
ATOM,66,C5,AFL,3,-6.111,0.713,-2.146,67.74
ATOM,67,C6,AFL,3,-5.142,-0.234,-1.427,16.1
ATOM,68,O5,AFL,3,-7.324,0.722,-1.383,-1.0
ATOM,70,O2,AFL,3,-9.617,2.312,-3.773,-1.0
ATOM,71,O3,AFL,3,-7.753,0.973,-5.564,-1.0
ATOM,72,O4,AFL,3,-6.851,-1.017,-3.639,-1.0
ATOM,73,H5,AFL,3,-5.652,1.72,-2.132,4.22
ATOM,74,H1,AFL,3,-9.172,1.528,-1.255,5.31
ATOM,76,H2,AFL,3,-9.12,0.348,-3.381,3.83
ATOM,77,HO2,AFL,3,-9.935,2.02,-4.637,-1.0
ATOM,78,H3,AFL,3,-6.943,2.319,-4.231,3.81
ATOM,79,HO3,AFL,3,-6.976,1.149,-6.111,-1.0
ATOM,80,H4,AFL,3,-5.42,0.373,-4.167,3.82
ATOM,81,HO4,AFL,3,-6.91,-1.266,-4.571,-1.0
ATOM,82,H6,AFL,3,-4.179,-0.318,-1.956,1.24
ATOM,83,H22,AFL,3,-4.941,0.134,-0.409,-1.0
ATOM,84,H23,AFL,3,-5.575,-1.243,-1.338,-1.0
