Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,65,C2,DGlcNAc,3,-3.508,1.075,1.54,57.35
ATOM,66,C3,DGlcNAc,3,-4.815,1.851,1.807,74.85
ATOM,67,C4,DGlcNAc,3,-4.556,3.148,2.609,71.01
ATOM,68,C5,DGlcNAc,3,-3.446,4.009,1.933,76.86
ATOM,69,C6,DGlcNAc,3,-3.003,5.208,2.79,61.81
ATOM,71,O3,DGlcNAc,3,-5.703,1.009,2.531,-1.0
ATOM,72,O4,DGlcNAc,3,-5.783,3.867,2.681,-1.0
ATOM,73,O5,DGlcNAc,3,-2.261,3.191,1.66,-1.0
ATOM,74,O6,DGlcNAc,3,-2.305,4.761,3.951,-1.0
ATOM,76,HO3,DGlcNAc,3,-5.576,0.138,2.141,-1.0
ATOM,77,HO4,DGlcNAc,3,-6.44,3.199,2.904,-1.0
ATOM,78,HO6,DGlcNAc,3,-1.842,3.963,3.672,-1.0
ATOM,79,H1,DGlcNAc,3,-2.824,2.289,-0.161,4.72
ATOM,80,H2,DGlcNAc,3,-3.085,0.732,2.506,3.76
ATOM,81,H3,DGlcNAc,3,-5.282,2.113,0.835,3.58
ATOM,82,H4,DGlcNAc,3,-4.23,2.877,3.633,3.45
ATOM,83,H5,DGlcNAc,3,-3.846,4.402,0.977,3.44
ATOM,84,H61,DGlcNAc,3,-2.344,5.868,2.195,3.77
ATOM,85,H62,DGlcNAc,3,-3.873,5.827,3.082,3.92
ATOM,86,NM,DGlcNAc,3,-3.772,-0.052,0.712,-1.0
ATOM,87,CM,DGlcNAc,3,-3.497,-1.316,1.166,-1.0
ATOM,88,CM2,DGlcNAc,3,-3.824,-2.415,0.174,-1.0
ATOM,89,OM,DGlcNAc,3,-3.028,-1.564,2.261,-1.0
ATOM,90,HM1,DGlcNAc,3,-4.169,0.082,-0.229,-1.0
ATOM,91,HM2,DGlcNAc,3,-3.59,-3.418,0.599,-1.0
ATOM,92,HM3,DGlcNAc,3,-3.223,-2.285,-0.756,-1.0
ATOM,93,HM4,DGlcNAc,3,-4.907,-2.394,-0.086,-1.0
