Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,58,OM1,DGal3SO3,2,-9.178,7.309,-1.763,-1.0
ATOM,59,OM2,DGal3SO3,2,-7.712,6.395,-3.465,-1.0
ATOM,60,OM3,DGal3SO3,2,-10.128,6.35,-3.668,-1.0
ATOM,61,HM,DGal3SO3,2,-10.092,7.2,-4.113,-1.0
ATOM,62,C1,AFL,3,-4.722,1.473,3.054,99.24
ATOM,63,C2,AFL,3,-5.836,0.8,2.231,68.71
ATOM,64,C3,AFL,3,-5.237,-0.021,1.08,70.21
ATOM,65,C4,AFL,3,-4.184,-0.992,1.639,72.8
ATOM,66,C5,AFL,3,-3.144,-0.211,2.46,67.49
ATOM,67,C6,AFL,3,-2.072,-1.102,3.099,16.08
ATOM,68,O5,AFL,3,-3.765,0.52,3.524,-1.0
ATOM,70,O2,AFL,3,-6.747,1.813,1.812,-1.0
ATOM,71,O3,AFL,3,-6.286,-0.673,0.371,-1.0
ATOM,72,O4,AFL,3,-4.77,-1.98,2.486,-1.0
ATOM,73,H5,AFL,3,-2.623,0.488,1.779,4.77
ATOM,74,H1,AFL,3,-5.153,1.924,3.956,5.11
ATOM,76,H2,AFL,3,-6.372,0.103,2.904,3.71
ATOM,77,HO2,AFL,3,-7.505,1.355,1.426,-1.0
ATOM,78,H3,AFL,3,-4.734,0.682,0.388,3.9
ATOM,79,HO3,AFL,3,-5.896,-1.008,-0.448,-1.0
ATOM,80,H4,AFL,3,-3.665,-1.506,0.808,3.8
ATOM,81,HO4,AFL,3,-5.34,-2.519,1.921,-1.0
ATOM,82,H6,AFL,3,-1.549,-1.719,2.351,1.19
ATOM,83,H22,AFL,3,-1.323,-0.479,3.613,-1.0
ATOM,84,H23,AFL,3,-2.518,-1.774,3.849,-1.0
