Residual,Connection,Atom,Shift,Residual Num
A-L-FUCP," 4, 3, 3",C5,67.8,4
A-L-FUCP," 4, 3, 3",C6,16.7,4
B-D-GALP," 4, 3, 4",C1,102.26,5
B-D-GALP," 4, 3, 4",C2,71.74,5
B-D-GALP," 4, 3, 4",C3,82.9,5
B-D-GALP," 4, 3, 4",C4,69.44,5
B-D-GALP," 4, 3, 4",C5,75.6,5
B-D-GALP," 4, 3, 4",C6,62.65,5
B-D-GLCPNAC," 4, 3, 4, 3",C1,103.95,6
B-D-GLCPNAC," 4, 3, 4, 3",C2,57.0,6
B-D-GLCPNAC," 4, 3, 4, 3",C3,75.61,6
B-D-GLCPNAC," 4, 3, 4, 3",C4,73.3,6
B-D-GLCPNAC," 4, 3, 4, 3",C5,75.9,6
B-D-GLCPNAC," 4, 3, 4, 3",C6,60.6,6
B-D-GLCPNAC," 4, 3, 4, 3",COCH3,23.6,6
B-D-GALP," 4, 3, 4, 3, 3",C1,101.42,7
B-D-GALP," 4, 3, 4, 3, 3",C2,77.7,7
B-D-GALP," 4, 3, 4, 3, 3",C3,74.9,7
B-D-GALP," 4, 3, 4, 3, 3",C4,70.0,7
B-D-GALP," 4, 3, 4, 3, 3",C5,76.0,7
B-D-GALP," 4, 3, 4, 3, 3",C6,62.65,7
A-L-FUCP," 4, 3, 4, 3, 3, 2",C1,100.45,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",C2,69.5,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",C3,70.7,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",C4,73.3,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",C5,67.3,8
A-L-FUCP," 4, 3, 4, 3, 3, 2",C6,16.7,8
A-L-FUCP," 4, 3, 4, 3, 4",C1,98.57,9
A-L-FUCP," 4, 3, 4, 3, 4",C2,69.1,9
A-L-FUCP," 4, 3, 4, 3, 4",C3,70.1,9
A-L-FUCP," 4, 3, 4, 3, 4",C4,73.3,9
A-L-FUCP," 4, 3, 4, 3, 4",C5,67.8,9
A-L-FUCP," 4, 3, 4, 3, 4",C6,16.7,9
