Residual,Connection,Atom,Shift,Residual Num
A-D-GLCPNAC," 6, 6, 5, 4",C5,72.3,6
A-D-GLCPN," 6, 6, 5, 4, 4",C1,95.1,7
A-D-GLCPN," 6, 6, 5, 4, 4",C2,54.6,7
A-D-GLCPN," 6, 6, 5, 4, 4",C3,69.9,7
A-D-GLCPN," 6, 6, 5, 4, 4",C4,69.9,7
A-D-GLCPN," 6, 6, 5, 4, 4",C5,72.9,7
A-D-GLCPN," 6, 6, 5, 4, 4",C6,60.4,7
A-D-KDOP," 6, 6, 5, 5",C3,36.7,8
A-D-KDOP," 6, 6, 5, 5",C4,66.2,8
A-D-KDOP," 6, 6, 5, 5",C5,67.7,8
A-D-KDOP," 6, 6, 5, 5",C6,75.6,8
A-D-KDOP," 6, 6, 5, 5",C7,72.8,8
A-D-KDOP," 6, 6, 5, 5",C8,68.1,8
A-L-RHAP," 6, 6, 5, 5, 8",C1,100.8,9
A-L-RHAP," 6, 6, 5, 5, 8",C2,70.2,9
A-L-RHAP," 6, 6, 5, 5, 8",C3,79.1,9
A-L-RHAP," 6, 6, 5, 5, 8",C4,71.1,9
A-L-RHAP," 6, 6, 5, 5, 8",C5,69.2,9
A-L-RHAP," 6, 6, 5, 5, 8, 3",C1,102.6,10
A-L-RHAP," 6, 6, 5, 5, 8, 3",C2,70.4,10
A-L-RHAP," 6, 6, 5, 5, 8, 3",C3,78.8,10
A-L-RHAP," 6, 6, 5, 5, 8, 3",C4,71.7,10
A-L-RHAP," 6, 6, 5, 5, 8, 3",C5,69.6,10
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",C1,102.7,11
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",C2,70.6,11
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",C3,70.5,11
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",C4,72.4,11
A-L-RHAP," 6, 6, 5, 5, 8, 3, 3",C5,69.5,11
